date,start_datetime,id,name,type,indoor,distance_km,avg_speed_kph,moving_seconds,elapsed_seconds,elevation_m,avg_power,normalized_power,avg_hr,max_hr,avg_cadence,intensity_pct,variability_index,decoupling_pct,efficiency_factor,tss,calories,work_kj,rpe,feel
2021-09-04,2021-09-04T16:57:22,i171666958,사이클링,Ride,False,29.39,24.52,4289,5124,109.0,111.0,154.0,141.0,174.0,64.3,85.6,1.387,13.53,1.092,87.0,479,,,
2021-09-04,2021-09-04T12:58:28,i171668058,사이클링,Ride,False,50.31,22.49,8032,13580,658.0,136.0,190.0,150.0,180.0,68.3,105.6,1.397,-2.47,1.267,249.0,1118,,,
2021-09-03,2021-09-03T19:05:09,i171660762,사이클링,Ride,False,52.32,26.17,7167,11591,382.0,148.0,202.0,154.0,183.0,69.0,112.2,1.365,-15.22,1.312,251.0,1106,,,
2021-09-03,2021-09-03T10:10:15,i171642350,사이클링,Ride,False,35.33,20.5,6210,8190,28.0,,,133.0,164.0,61.0,63.0,,,,69.0,1225,,,
2021-08-30,2021-08-30T18:53:19,i171666609,사이클링,Ride,False,61.07,27.71,7913,12295,96.0,135.0,159.0,143.0,181.0,75.1,88.3,1.178,5.27,1.112,172.0,1068,,,
2021-08-24,2021-08-24T23:16:33,i171667728,Night Virtual Ride,VirtualRide,True,36.2,31.49,3613,4137,54.0,169.0,170.0,138.0,147.0,83.5,94.4,1.006,-1.18,1.232,90.0,584,,,
2021-08-22,2021-08-22T23:18:00,i171668765,사이클링,Ride,False,30.08,30.6,3533,5264,40.0,172.0,200.0,147.0,174.0,75.2,111.1,1.163,-7.87,1.361,121.0,613,,,
2021-08-18,2021-08-18T19:25:34,i171662338,사이클링,Ride,False,50.0,27.5,6613,17296,379.0,161.0,210.0,150.0,183.0,74.5,116.7,1.304,-21.72,1.4,250.0,1071,,,
2021-08-14,2021-08-14T20:42:51,i171667404,사이클링,Ride,False,60.6,29.55,7392,9745,68.0,155.0,191.0,147.0,174.0,71.8,106.1,1.232,-6.94,1.299,231.0,1154,,,
2021-08-13,2021-08-13T19:18:23,i171668452,Evening Virtual Ride,VirtualRide,True,36.16,35.51,3663,3665,54.0,179.0,179.0,153.0,165.0,84.3,99.4,1.0,-2.39,1.17,101.0,624,,,
2021-08-11,2021-08-11T19:22:59,i171661610,사이클링,Ride,False,60.01,31.02,6963,10419,79.0,172.0,202.0,157.0,179.0,74.8,112.2,1.174,-4.11,1.287,244.0,1192,,,
2021-08-10,2021-08-10T21:12:28,i171667056,사이클링,Ride,False,44.2,27.3,5783,7573,95.0,139.0,176.0,141.0,179.0,71.4,97.8,1.266,5.2,1.248,154.0,808,,,
2021-08-09,2021-08-09T20:56:21,i171668154,사이클링,Ride,False,57.18,27.98,7365,9385,277.0,156.0,180.0,153.0,185.0,78.7,100.0,1.154,-3.23,1.176,205.0,1237,,,
2021-08-07,2021-08-07T07:26:11,i171661306,사이클링,Ride,False,60.46,21.01,10250,16765,35.0,67.0,124.0,114.0,177.0,61.0,68.9,1.851,8.31,1.088,135.0,701,,,
2021-08-07,2021-08-07T07:18:36,i171642340,기타,Ride,False,61.54,20.16,10919,17257,77.0,,,152.0,186.0,64.8,82.1,,,,208.0,2702,,,
2021-08-06,2021-08-06T19:34:23,i171666728,사이클링,Ride,False,52.31,30.51,6192,10865,57.0,171.0,207.0,158.0,178.0,77.3,115.0,1.211,0.59,1.31,227.0,1063,,,
2021-08-03,2021-08-03T19:57:42,i171667820,사이클링,Ride,False,62.2,32.13,7010,11829,68.0,172.0,206.0,161.0,182.0,79.9,114.4,1.198,8.03,1.28,255.0,1205,,,
2021-07-31,2021-07-31T07:13:05,i171668856,사이클링,Ride,False,102.34,31.28,11809,19843,691.0,156.0,195.0,161.0,184.0,79.2,108.3,1.25,15.43,1.211,385.0,1841,,,
2021-07-29,2021-07-29T19:57:56,i171662411,사이클링,Ride,False,54.02,28.04,6906,12291,105.0,146.0,190.0,152.0,179.0,71.6,105.6,1.301,-6.03,1.25,214.0,1010,,,
2021-07-25,2021-07-25T22:13:01,i171667497,사이클링,Ride,False,50.11,26.1,6908,9505,325.0,142.0,181.0,145.0,176.0,76.2,100.6,1.275,-8.3,1.248,194.0,979,,,
2021-07-24,2021-07-24T07:32:18,i171668535,사이클링,Ride,False,60.1,23.48,9254,15691,544.0,129.0,179.0,145.0,180.0,74.1,99.4,1.388,14.55,1.234,254.0,1200,,,
2021-07-21,2021-07-21T18:29:03,i171661712,Evening Virtual Ride,VirtualRide,True,30.64,24.57,3624,4489,236.0,147.0,170.0,137.0,175.0,79.6,94.4,1.156,19.57,1.241,90.0,538,,,
2021-07-18,2021-07-18T07:12:31,i171667166,사이클링,Ride,False,95.0,28.15,12118,21274,737.0,143.0,176.0,145.0,173.0,75.5,97.8,1.231,13.84,1.214,322.0,1726,,,
2021-07-18,2021-07-18T06:17:54,i171642333,사이클링,Ride,False,37.05,21.43,6172,7917,45.0,,,136.0,170.0,66.9,67.0,,,,78.0,1071,,,
2021-07-17,2021-07-17T10:25:45,i171668248,사이클링,Ride,False,96.06,27.08,12766,22743,133.0,127.0,154.0,147.0,178.0,70.6,85.6,1.213,9.53,1.048,260.0,1616,,,
2021-07-14,2021-07-14T20:29:05,i171661396,사이클링,Ride,False,33.71,19.23,6309,6378,1025.0,150.0,194.0,151.0,178.0,67.4,107.8,1.293,6.64,1.285,204.0,940,,,
2021-07-13,2021-07-13T19:57:37,i171666821,사이클링,Ride,False,61.46,28.2,7886,11593,58.0,135.0,162.0,143.0,173.0,73.2,90.0,1.2,1.25,1.133,177.0,1058,,,
2021-07-12,2021-07-12T20:29:50,i171667679,사이클링,Ride,False,52.68,28.41,6726,11387,296.0,166.0,200.0,157.0,182.0,75.1,111.1,1.205,-9.99,1.274,231.0,1116,,,
2021-07-10,2021-07-10T22:01:20,i171668730,사이클링,Ride,False,49.99,27.97,6412,7699,90.0,140.0,173.0,143.0,172.0,71.1,96.1,1.236,1.41,1.21,165.0,890,,,
2021-07-06,2021-07-06T16:38:10,i171662306,사이클링,Ride,False,54.74,18.84,10533,20335,775.0,96.0,159.0,126.0,172.0,62.7,88.3,1.656,-2.23,1.262,228.0,1034,,,
2021-07-05,2021-07-05T19:39:23,i171667377,사이클링,Ride,False,83.09,28.97,10357,15930,395.0,144.0,181.0,154.0,185.0,73.7,100.6,1.257,-7.3,1.175,291.0,1543,,,
2021-07-03,2021-07-03T07:39:42,i171668413,사이클링,Ride,False,60.06,21.66,9937,19483,645.0,118.0,181.0,143.0,182.0,64.2,100.6,1.534,5.78,1.266,279.0,1189,,,
2021-07-01,2021-07-01T19:57:34,i171661563,사이클링,Ride,False,30.01,23.49,4608,9678,329.0,136.0,211.0,152.0,185.0,64.4,117.2,1.551,21.28,1.388,176.0,634,,,
2021-06-29,2021-06-29T23:46:00,i171667005,Night Virtual Ride,VirtualRide,True,33.27,32.27,3620,3709,52.0,159.0,181.0,142.0,168.0,85.5,100.6,1.138,-21.76,1.275,102.0,557,,,
2021-06-28,2021-06-28T22:27:11,i171668111,Night Virtual Ride,VirtualRide,True,36.2,28.3,4401,4602,288.0,132.0,147.0,129.0,148.0,78.2,81.7,1.114,8.03,1.14,82.0,568,,,
2021-06-27,2021-06-27T18:24:55,i171661330,사이클링,Ride,False,10.1,21.16,1659,8656,31.0,98.0,189.0,135.0,176.0,60.7,105.0,1.929,27.24,1.4,51.0,173,,,
2021-06-27,2021-06-27T07:24:57,i171642332,사이클링,Ride,False,36.94,21.71,6041,8319,48.0,,,129.0,165.0,67.3,61.5,,,,65.0,942,,,
2021-06-25,2021-06-25T20:11:42,i171666673,사이클링,Ride,False,50.99,25.03,7290,14445,380.0,141.0,199.0,153.0,180.0,69.5,110.6,1.411,28.84,1.301,248.0,1046,,,
2021-06-22,2021-06-22T19:51:29,i171667770,사이클링,Ride,False,27.19,30.28,3151,3985,18.0,185.0,201.0,156.0,172.0,81.4,111.7,1.086,4.16,1.288,109.0,592,,,
2021-06-20,2021-06-20T16:11:01,i171668800,사이클링,Ride,False,32.28,28.37,4114,6938,29.0,147.0,169.0,149.0,175.0,77.6,93.9,1.15,7.56,1.134,101.0,603,,,
2021-06-19,2021-06-19T09:19:32,i171662370,사이클링,Ride,False,82.61,24.08,12227,42796,206.0,98.0,142.0,133.0,183.0,65.2,78.9,1.449,7.9,1.068,211.0,1208,,,
2021-06-19,2021-06-19T09:16:32,i171666554,사이클링,Ride,False,85.18,22.37,13770,43365,210.0,,,150.0,182.0,78.1,79.2,,,,243.0,2339,,,
2021-06-16,2021-06-16T20:08:45,i171667443,사이클링,Ride,False,58.53,24.39,8534,12901,542.0,141.0,187.0,151.0,182.0,73.6,103.9,1.326,7.04,1.238,256.0,1230,,,
2021-06-15,2021-06-15T19:29:30,i171668490,사이클링,Ride,False,21.4,31.17,2499,3433,13.0,167.0,193.0,156.0,176.0,77.9,107.2,1.156,3.93,1.237,80.0,419,,,
2021-06-13,2021-06-13T18:19:55,i171666439,따릉이,Ride,False,6.89,10.84,2391,5388,34.0,,,,,,,,,,0.0,,,,
2021-06-13,2021-06-13T07:59:57,i171642326,사이클링,Ride,False,57.57,22.39,9259,11521,50.0,,,133.0,175.0,65.2,64.9,,,,109.0,1518,,,
2021-06-10,2021-06-10T23:49:22,i171661656,Night Virtual Ride,VirtualRide,True,30.37,33.09,3196,3303,46.0,168.0,175.0,143.0,155.0,76.1,97.2,1.042,-1.83,1.224,84.0,514,,,
2021-06-09,2021-06-09T23:54:12,i171667093,Night Virtual Ride,VirtualRide,True,34.72,32.79,3691,3810,153.0,160.0,172.0,146.0,166.0,83.3,95.6,1.075,-9.24,1.178,94.0,571,,,
2021-06-08,2021-06-08T20:41:11,i171668207,사이클링,Ride,False,13.75,17.29,2871,5879,427.0,,,151.0,181.0,71.5,81.0,,,,53.0,680,,,
2021-06-08,2021-06-08T20:10:42,i171642317,사이클링,Ride,False,32.99,22.36,5334,6283,19.0,,,133.0,182.0,67.9,66.5,,,,66.0,877,,,
2021-06-07,2021-06-07T22:07:43,i171661378,Night Virtual Ride,VirtualRide,True,18.05,13.61,4488,4773,1059.0,192.0,200.0,146.0,160.0,81.5,111.1,1.042,4.9,1.37,154.0,823,,,
2021-06-06,2021-06-06T17:29:34,i171642307,사이클링,Ride,False,35.7,21.3,6064,7434,48.0,,,137.0,178.0,67.0,68.3,,,,79.0,1045,,,
2021-06-05,2021-06-05T17:31:58,i171667606,자없찐,Ride,False,10.94,16.86,2445,2964,34.0,,,,,,,,,,0.0,,,,
2021-06-04,2021-06-04T18:24:16,i171668660,따릉이퇴근,Ride,False,6.3,14.24,1770,1897,101.0,,,,,,,,,,0.0,,,,
2021-06-01,2021-06-01T20:01:50,i171642298,사이클링,Ride,False,28.67,20.06,5148,6712,40.0,,,130.0,178.0,66.1,61.7,,,,55.0,804,,,
2021-06-01,2021-06-01T19:15:10,i171662235,따릉이 퇴근,Ride,False,5.9,14.31,1551,1815,98.0,,,,,,,,,,0.0,,,,
2021-05-30,2021-05-30T08:00:54,i171666771,사이클링,Ride,False,133.49,25.71,18598,25691,1985.0,129.0,170.0,154.0,185.0,72.3,94.4,1.318,20.33,1.104,461.0,2607,,,
2021-05-27,2021-05-27T19:49:36,i171667864,사이클링,Ride,False,58.58,29.13,7234,10199,142.0,170.0,206.0,161.0,185.0,77.4,114.4,1.212,-7.47,1.28,263.0,1228,,,
2021-05-23,2021-05-23T18:32:25,i171642295,사이클링,Ride,False,34.5,19.98,6198,9355,41.0,,,135.0,166.0,67.3,65.1,,,,74.0,1049,,,
2021-05-23,2021-05-23T14:22:30,i171660261,사이클링,Ride,False,90.81,23.25,14100,22435,100.0,95.0,134.0,129.0,176.0,68.2,74.4,1.411,5.1,1.039,217.0,1349,,,
2021-05-23,2021-05-23T14:22:09,i171660423,사이클링,Ride,False,90.81,22.43,14389,22702,122.0,,,150.0,175.0,81.3,77.8,,,,249.0,2466,,,
2021-05-23,2021-05-23T00:17:41,i171642289,사이클링,Ride,False,3.41,10.69,1045,1938,77.0,,,118.0,168.0,66.8,52.2,,,,9.0,143,,,
2021-05-19,2021-05-19T11:02:53,i171666330,사이클링,Ride,False,133.25,20.83,23063,35463,430.0,77.0,120.0,117.0,174.0,59.7,66.7,1.558,7.92,1.026,285.0,1772,,,
2021-05-19,2021-05-19T08:57:05,i171642285,사이클링,Ride,False,31.44,19.35,5781,9621,84.0,,,131.0,162.0,59.2,60.1,,,,59.0,928,,,
2021-05-18,2021-05-18T19:32:18,i171667544,사이클링,Ride,False,13.28,17.99,2601,3646,40.0,67.0,110.0,105.0,139.0,56.3,61.1,1.642,-7.28,1.048,27.0,179,,,
2021-05-14,2021-05-14T19:26:43,i171668579,사이클링,Ride,False,58.07,24.27,8651,12738,370.0,117.0,169.0,141.0,181.0,67.8,93.9,1.444,-15.38,1.199,212.0,1030,,,
2021-05-13,2021-05-13T15:33:29,i171661769,사이클링,Ride,False,51.77,23.01,8063,13954,380.0,122.0,174.0,150.0,183.0,65.0,96.7,1.426,8.58,1.16,209.0,1027,,,
2021-05-11,2021-05-11T19:53:19,i171667212,사이클링,Ride,False,41.41,25.43,5905,10410,124.0,123.0,188.0,145.0,186.0,66.9,104.4,1.528,-49.93,1.297,179.0,725,,,
2021-05-05,2021-05-05T14:23:45,i171668280,사이클링,Ride,False,65.13,20.17,11496,20723,134.0,82.0,125.0,118.0,167.0,60.1,69.4,1.524,9.23,1.059,154.0,959,,,
2021-05-05,2021-05-05T14:21:26,i171668001,사이클링,Ride,False,64.18,19.36,12135,20876,186.0,,,138.0,174.0,71.4,67.8,,,,158.0,1770,,,
2021-05-03,2021-05-03T20:38:08,i171661448,사이클링,Ride,False,49.54,25.69,6893,8629,361.0,164.0,212.0,153.0,182.0,72.6,117.8,1.293,-9.18,1.386,266.0,1151,,,
2021-05-02,2021-05-02T15:20:57,i171666884,사이클링,Ride,False,45.38,21.41,7549,15838,136.0,105.0,159.0,130.0,174.0,60.8,88.3,1.514,-9.88,1.223,164.0,785,,,
2021-05-02,2021-05-02T15:18:22,i171661485,사이클링,Ride,False,44.24,20.1,7930,15991,113.0,,,141.0,175.0,71.7,71.7,,,,115.0,1221,,,
2021-04-30,2021-04-30T19:08:34,i171667933,사이클링,Ride,False,9.22,22.91,1412,4143,53.0,156.0,214.0,,,68.9,118.9,1.372,,,55.0,224,,,
2021-04-27,2021-04-27T20:46:17,i171660379,사이클링,Ride,False,25.71,25.17,3685,6086,102.0,152.0,200.0,138.0,175.0,69.0,111.1,1.316,7.72,1.449,126.0,557,,,
2021-04-25,2021-04-25T12:23:38,i171666933,사이클링,Ride,False,32.04,19.35,5960,10468,415.0,,,144.0,173.0,71.4,72.4,,,,89.0,946,,,
2021-04-25,2021-04-25T12:23:28,i171666476,사이클링,Ride,False,31.93,19.39,5711,10475,406.0,93.0,157.0,118.0,163.0,63.7,87.2,1.688,-33.92,1.331,121.0,577,,,
2021-04-24,2021-04-24T08:30:12,i171667636,기타,Ride,False,113.11,26.09,15142,21204,1143.0,138.0,181.0,143.0,174.0,71.8,100.6,1.312,0.59,1.266,425.0,2193,,,
2021-04-23,2021-04-23T20:51:22,i171668692,사이클링,Ride,False,30.28,20.53,5338,6280,391.0,130.0,190.0,140.0,173.0,66.8,105.6,1.462,7.0,1.357,165.0,696,,,
2021-04-22,2021-04-22T19:58:23,i171662264,사이클링,Ride,False,41.58,25.08,5545,7872,122.0,136.0,198.0,144.0,179.0,70.9,110.0,1.456,-28.32,1.375,186.0,855,,,
2021-04-21,2021-04-21T19:51:41,i171667337,사이클링,Ride,False,41.95,25.72,5851,9230,127.0,143.0,193.0,149.0,183.0,69.5,107.2,1.35,12.64,1.295,187.0,864,,,
2021-04-20,2021-04-20T17:16:01,i171668379,사이클링,Ride,False,9.16,23.37,1396,7509,40.0,161.0,233.0,146.0,172.0,64.2,129.4,1.447,-83.76,1.596,65.0,230,,,
2021-04-19,2021-04-19T19:27:31,i171661535,사이클링,Ride,False,9.31,23.57,1338,10953,46.0,146.0,204.0,148.0,173.0,69.5,113.3,1.397,-15.06,1.378,48.0,213,,,
2021-04-18,2021-04-18T09:19:12,i171666964,사이클링,Ride,False,92.13,27.72,11951,19179,129.0,155.0,195.0,151.0,180.0,75.6,108.3,1.258,10.84,1.291,390.0,1868,,,
2021-04-15,2021-04-15T18:38:14,i171668064,사이클링,Ride,False,9.46,23.42,1379,8873,66.0,159.0,214.0,147.0,174.0,66.7,118.9,1.346,-137.0,1.456,54.0,233,,,
2021-04-14,2021-04-14T15:16:27,i171667065,사이클링,Ride,False,52.73,26.54,7181,10647,151.0,152.0,187.0,152.0,180.0,72.8,103.9,1.23,2.62,1.23,215.0,1094,,,
2021-04-13,2021-04-13T23:44:36,i171668161,Night Virtual Ride,VirtualRide,True,34.93,31.58,3979,3981,302.0,175.0,180.0,151.0,161.0,83.3,100.0,1.029,-0.89,1.192,111.0,665,,,
2021-04-12,2021-04-12T23:29:47,i171660742,Night Virtual Ride,VirtualRide,True,46.33,32.26,5168,5170,351.0,181.0,197.0,160.0,174.0,86.9,109.4,1.088,5.63,1.231,172.0,892,,,
2021-04-08,2021-04-08T21:56:18,i171661334,사이클링,Ride,False,35.65,25.69,5002,7499,115.0,155.0,193.0,147.0,175.0,72.2,107.2,1.245,14.21,1.313,160.0,776,,,
2021-04-08,2021-04-08T00:06:23,i171666743,Early morning Virtual Ride,VirtualRide,True,12.9,14.23,3240,3260,655.0,172.0,178.0,141.0,152.0,84.5,98.9,1.035,2.6,1.262,88.0,534,,,
2021-04-05,2021-04-05T20:35:46,i171667827,사이클링,Ride,False,30.08,21.03,5136,7703,116.0,92.0,148.0,125.0,173.0,61.2,82.2,1.609,-28.56,1.184,96.0,489,,,
2021-04-04,2021-04-04T14:32:18,i171668862,사이클링,Ride,False,77.43,26.16,10641,16640,346.0,151.0,191.0,156.0,186.0,72.9,106.1,1.265,9.03,1.224,333.0,1598,,,
2021-04-02,2021-04-02T22:58:47,i171667736,사이클링,Ride,False,35.98,19.07,6558,11333,110.0,,,,,74.4,,,,,0.0,,,,
2021-04-02,2021-04-02T22:55:24,i171666289,사이클링,Ride,False,37.0,19.56,6674,11245,126.0,84.0,122.0,116.0,163.0,65.1,67.8,1.452,-21.93,1.052,85.0,570,,,
2021-04-01,2021-04-01T21:33:20,i171667507,사이클링,Ride,False,31.0,22.97,4792,6716,368.0,162.0,217.0,158.0,183.0,70.2,120.6,1.34,25.43,1.373,193.0,791,,,
2021-03-30,2021-03-30T23:13:30,i171668539,사이클링,Ride,False,12.77,19.4,2309,2746,358.0,160.0,219.0,159.0,186.0,71.1,121.7,1.369,22.88,1.377,95.0,382,,,
2021-03-30,2021-03-30T22:16:45,i171661720,Night Virtual Ride,VirtualRide,True,6.26,13.22,726,1703,19.0,145.0,162.0,136.0,160.0,89.9,90.0,1.117,-29.43,1.191,16.0,102,,,
2021-03-29,2021-03-29T22:51:30,i171667174,Night Virtual Ride,VirtualRide,True,30.29,31.2,3430,3493,254.0,170.0,178.0,150.0,161.0,91.6,98.9,1.047,4.12,1.187,93.0,559,,,
2021-03-29,2021-03-29T00:04:59,i171668251,Early morning Virtual Ride,VirtualRide,True,35.36,27.36,4188,4650,335.0,150.0,164.0,141.0,161.0,89.8,91.1,1.093,-2.3,1.163,97.0,607,,,
2021-03-26,2021-03-26T21:17:18,i171661612,사이클링,Ride,False,49.01,19.92,9096,13796,410.0,,,,,67.5,,,,,0.0,,,,
2021-03-26,2021-03-26T21:16:37,i171661416,사이클링,Ride,False,50.86,19.8,9166,13838,396.0,97.0,151.0,125.0,169.0,64.6,83.9,1.557,-7.33,1.208,179.0,908,,,
2021-03-24,2021-03-24T22:55:15,i171666831,Night Virtual Ride,VirtualRide,True,31.43,34.74,3254,3256,47.0,167.0,173.0,152.0,165.0,86.7,96.1,1.036,4.95,1.138,83.0,520,,,
2021-03-21,2021-03-21T09:55:24,i171667913,기타,Ride,False,89.18,24.07,13228,26830,537.0,141.0,183.0,154.0,185.0,73.7,101.7,1.298,-6.44,1.188,380.0,1883,,,
2021-03-19,2021-03-19T21:00:53,i171660328,사이클링,Ride,False,52.43,18.56,10026,14726,356.0,78.0,133.0,127.0,178.0,62.2,73.9,1.705,-0.53,1.047,152.0,850,,,
2021-03-19,2021-03-19T20:57:18,i171668772,사이클링,Ride,False,52.47,18.25,10472,14842,349.0,,,,,67.5,,,,,0.0,,,,
2021-03-17,2021-03-17T16:56:09,i171666430,사이클링,Ride,False,9.94,22.38,1582,3493,87.0,148.0,217.0,154.0,185.0,71.1,120.6,1.466,-23.03,1.409,64.0,236,,,
2021-03-16,2021-03-16T21:05:41,i171662341,사이클링,Ride,False,22.09,20.45,3975,5997,53.0,,,,,78.1,,,,,0.0,,,,
2021-03-16,2021-03-16T21:05:22,i171667593,사이클링,Ride,False,20.2,19.6,2861,5335,95.0,117.0,162.0,127.0,170.0,65.4,90.0,1.385,-22.43,1.276,64.0,450,,,
2021-03-14,2021-03-14T13:34:25,i171668654,사이클링,Ride,False,25.88,20.2,4576,7548,60.0,80.0,104.0,121.0,153.0,66.0,57.8,1.3,4.18,0.86,42.0,310,,,
2021-03-14,2021-03-14T13:33:09,i171667407,Cycling,Ride,False,26.09,19.28,4864,7624,63.0,,,,,68.1,,,,,0.0,,,,
2021-03-13,2021-03-13T13:47:39,i171668456,Wahoo Workout,Ride,False,32.55,18.1,6653,10485,85.0,,,,,58.6,,,,,0.0,,,,
2021-03-13,2021-03-13T13:32:10,i171662226,사이클링,Ride,False,34.07,17.67,6807,11400,121.0,72.0,137.0,123.0,178.0,55.9,76.1,1.903,16.1,1.114,110.0,404,,,
2021-03-08,2021-03-08T18:46:46,i171667282,따릉이 타고 퇴근 하깅,Ride,False,5.37,9.58,2181,2682,81.0,,,,,,,,,,0.0,,,,
2021-03-06,2021-03-06T13:34:37,i171667270,사이클링,Ride,False,29.98,27.09,3973,5765,61.0,167.0,185.0,165.0,186.0,75.2,102.8,1.108,1.69,1.121,117.0,536,,,
2021-02-21,2021-02-21T11:03:54,i171668349,사이클링,Ride,False,75.21,19.6,13802,26663,243.0,81.0,126.0,131.0,183.0,58.9,70.0,1.556,-4.88,0.962,188.0,946,,,
2021-02-21,2021-02-21T11:03:23,i171642280,사이클링,Ride,False,75.95,19.09,14271,26685,315.0,,,,,70.5,,,,,0.0,,,,
2021-02-17,2021-02-17T22:17:11,i171661492,Night Virtual Ride,VirtualRide,True,20.13,31.56,2292,2295,215.0,174.0,178.0,171.0,184.0,92.0,98.9,1.023,0.68,1.041,62.0,382,,,
2021-01-30,2021-01-30T01:40:10,i171666938,Early morning Virtual Ride,VirtualRide,True,30.72,28.72,3847,3849,520.0,173.0,181.0,158.0,172.0,86.7,100.6,1.046,5.31,1.146,108.0,636,,,
2021-01-24,2021-01-24T14:14:44,i171668016,사이클링,Ride,False,81.71,26.09,11272,16714,45.0,147.0,173.0,158.0,186.0,69.7,96.1,1.177,13.24,1.095,289.0,1352,,,
2021-01-12,2021-01-12T23:42:51,i171660437,Night Virtual Ride,VirtualRide,True,33.15,34.77,3428,3431,163.0,172.0,178.0,152.0,165.0,91.5,98.9,1.035,6.19,1.171,93.0,563,,,
2021-01-05,2021-01-05T23:49:34,i171666574,Night Virtual Ride,VirtualRide,True,37.24,36.12,3708,3710,58.0,170.0,177.0,161.0,173.0,90.7,98.3,1.041,0.89,1.099,100.0,603,,,
2020-12-26,2020-12-26T14:50:14,i171667686,사이클링,Ride,False,63.35,29.67,7683,13637,55.0,178.0,196.0,159.0,178.0,72.9,108.9,1.101,-3.58,1.233,253.0,1128,,,
2020-12-23,2020-12-23T23:49:49,i171668738,Night Virtual Ride,VirtualRide,True,36.27,35.24,3641,3703,55.0,170.0,177.0,153.0,164.0,90.4,98.3,1.041,1.98,1.157,98.0,593,,,
2020-12-23,2020-12-23T00:01:27,i171662320,Early morning Virtual Ride,VirtualRide,True,28.38,29.32,2877,3483,44.0,145.0,161.0,157.0,178.0,76.1,89.4,1.11,4.59,1.025,64.0,535,,,
2020-12-21,2020-12-21T01:53:20,i171667372,Early morning Virtual Ride,VirtualRide,True,35.45,34.94,3649,3651,53.0,172.0,178.0,151.0,161.0,91.3,98.9,1.035,-0.36,1.179,99.0,600,,,
2020-12-20,2020-12-20T00:50:43,i171668420,Early morning Virtual Ride,VirtualRide,True,40.29,30.48,4247,4758,62.0,166.0,184.0,151.0,179.0,85.5,102.2,1.108,1.42,1.219,123.0,673,,,
2020-12-18,2020-12-18T00:07:39,i171661576,Early morning Virtual Ride,VirtualRide,True,35.16,33.94,3621,3727,53.0,175.0,186.0,159.0,176.0,87.5,103.3,1.063,6.0,1.17,107.0,605,,,
2020-12-15,2020-12-15T23:26:56,i171667012,Night Virtual Ride,VirtualRide,True,40.31,35.88,4041,4043,62.0,187.0,199.0,160.0,177.0,83.9,110.6,1.064,2.39,1.244,137.0,721,,,
2020-12-14,2020-12-14T19:26:11,i171668117,Evening Virtual Ride,VirtualRide,True,35.43,33.06,3633,3857,53.0,176.0,187.0,151.0,179.0,84.9,103.9,1.062,2.53,1.238,109.0,612,,,
2020-12-10,2020-12-10T13:37:56,i171661239,사이클링,Ride,False,72.63,28.99,9036,17978,49.0,176.0,196.0,162.0,181.0,74.6,108.9,1.114,-1.48,1.21,298.0,1292,,,
2020-12-07,2020-12-07T02:34:06,i171666691,Early morning Virtual Ride,VirtualRide,True,30.29,33.28,3272,3275,46.0,152.0,164.0,151.0,166.0,91.0,91.1,1.079,7.84,1.086,75.0,475,,,
2020-11-29,2020-11-29T14:38:20,i171667781,사이클링,Ride,False,63.27,27.15,8406,10822,36.0,164.0,187.0,159.0,186.0,71.7,103.9,1.14,10.04,1.176,252.0,1136,,,
2020-11-28,2020-11-28T22:31:38,i171668806,Night Virtual Ride,VirtualRide,True,40.23,29.79,4261,4860,62.0,162.0,178.0,159.0,185.0,84.4,98.9,1.099,-1.01,1.119,116.0,669,,,
2020-11-24,2020-11-24T21:08:58,i171661685,Night Virtual Ride,VirtualRide,True,65.67,27.18,7272,8694,97.0,143.0,161.0,148.0,184.0,79.9,89.4,1.126,-1.53,1.088,162.0,1007,,,
2020-11-21,2020-11-21T12:18:59,i171667105,사이클링,Ride,False,87.03,25.38,12421,23128,368.0,157.0,190.0,160.0,188.0,71.2,105.6,1.21,15.3,1.188,384.0,1593,,,
2020-11-12,2020-11-12T13:51:45,i171668217,사이클링,Ride,False,73.97,27.56,9709,19077,66.0,160.0,188.0,157.0,186.0,72.9,104.4,1.175,2.65,1.197,294.0,1242,,,
2020-11-09,2020-11-09T10:36:52,i171661364,사이클링,Ride,False,71.8,28.79,8975,24723,119.0,173.0,190.0,157.0,180.0,74.1,105.6,1.098,4.2,1.21,278.0,1264,,,
2020-11-07,2020-11-07T00:16:31,i171666776,Early morning Virtual Ride,VirtualRide,True,28.48,29.19,3133,3511,222.0,183.0,195.0,160.0,173.0,89.2,108.3,1.066,-3.76,1.219,102.0,548,,,
2020-10-29,2020-10-29T11:35:51,i171667871,사이클링,Ride,False,65.43,28.13,8418,12837,61.0,162.0,185.0,159.0,179.0,74.6,102.8,1.142,6.01,1.164,247.0,1092,,,
2020-10-25,2020-10-25T07:56:44,i171660227,사이클링,Ride,False,44.89,29.77,5465,7357,409.0,161.0,202.0,156.0,182.0,69.0,112.2,1.255,-0.24,1.295,191.0,744,,,
2020-10-22,2020-10-22T20:53:27,i171666340,사이클링,Ride,False,42.11,25.43,5925,9065,77.0,162.0,206.0,148.0,179.0,71.6,114.4,1.272,13.77,1.392,216.0,780,,,
2020-10-18,2020-10-18T08:49:53,i171667553,사이클링,Ride,False,87.08,28.51,11087,19199,311.0,166.0,207.0,159.0,185.0,75.2,115.0,1.247,-5.01,1.302,407.0,1436,,,
