date,start_datetime,id,name,type,indoor,distance_km,avg_speed_kph,moving_seconds,elapsed_seconds,elevation_m,avg_power,normalized_power,avg_hr,max_hr,avg_cadence,intensity_pct,variability_index,decoupling_pct,efficiency_factor,tss,calories,work_kj,rpe,feel
2026-03-19,2026-03-19T02:10:38,i171641764,Zwift - Day 1,VirtualRide,True,21.38,25.48,3014,3134,85.0,92.0,96.0,136.0,150.0,78.3,53.3,1.043,6.63,0.706,24.0,272,,,
2024-04-04,2024-04-04T01:43:45,i171667463,Early morning Virtual Ride,VirtualRide,True,28.83,28.68,3615,3617,112.0,112.0,115.0,147.0,162.0,87.6,63.9,1.027,2.26,0.782,41.0,385,,,
2024-04-03,2024-04-03T00:49:10,i171668504,Early morning Virtual Ride,VirtualRide,True,27.28,27.94,3512,3514,104.0,106.0,115.0,139.0,153.0,86.8,63.9,1.085,7.98,0.827,40.0,356,,,
2024-03-28,2024-03-28T00:10:23,i171661672,Early morning Virtual Ride,VirtualRide,True,22.12,24.26,3043,3281,125.0,100.0,105.0,147.0,161.0,82.3,58.3,1.05,5.2,0.714,29.0,292,,,
2024-03-27,2024-03-27T00:19:25,i171667125,Early morning Virtual Ride,VirtualRide,True,23.85,26.01,3259,3299,203.0,121.0,134.0,165.0,184.0,85.4,74.4,1.107,9.92,0.812,50.0,382,,,
2023-06-07,2023-06-07T20:17:54,i171668222,Night Ride,Ride,False,33.47,24.47,4929,12570,165.0,116.0,146.0,157.0,186.0,78.2,81.1,1.259,12.38,0.93,90.0,686,,,
2023-01-23,2023-01-23T14:31:04,i171661373,Afternoon Ride,Ride,False,56.52,24.89,8177,9028,254.0,134.0,163.0,154.0,179.0,78.6,90.6,1.216,4.8,1.058,186.0,1296,,,
2023-01-10,2023-01-10T12:38:10,i171666787,Lunch Ride,Ride,False,45.66,23.48,7013,16113,158.0,120.0,161.0,153.0,188.0,70.3,89.4,1.342,-12.39,1.052,156.0,1057,,,
2022-12-21,2022-12-21T01:43:41,i171667883,Early morning Virtual Ride,VirtualRide,True,24.28,26.77,3262,3264,211.0,126.0,136.0,143.0,163.0,85.5,75.6,1.079,10.0,0.951,52.0,393,,,
2022-12-20,2022-12-20T00:23:20,i171660309,Early morning Virtual Ride,VirtualRide,True,27.09,30.4,3203,3206,149.0,135.0,141.0,153.0,165.0,83.7,78.3,1.044,5.69,0.922,55.0,413,,,
2022-12-19,2022-12-19T23:26:25,i171666388,Night Virtual Ride,VirtualRide,True,11.07,31.41,1257,1267,63.0,148.0,187.0,157.0,187.0,87.8,103.9,1.264,-2.49,1.191,38.0,179,,,
2022-10-23,2022-10-23T09:37:50,i171667569,Morning Ride,Ride,False,68.01,21.92,11178,20680,868.0,111.0,159.0,149.0,188.0,71.9,88.3,1.432,0.28,1.067,242.0,1547,,,
2022-10-23,2022-10-23T04:39:40,i171668593,Early morning Ride,Ride,False,7.43,22.88,1168,1307,89.0,132.0,171.0,,,72.3,95.0,1.295,,,29.0,180,,,
2022-10-21,2022-10-21T22:01:37,i171662195,Night Virtual Ride,VirtualRide,True,20.51,26.4,2662,2795,59.0,105.0,119.0,138.0,158.0,78.9,66.1,1.133,15.11,0.862,32.0,272,,,
2022-10-15,2022-10-15T18:45:42,i171667230,Evening Ride,Ride,False,47.84,20.19,8537,14020,738.0,124.0,170.0,153.0,185.0,74.7,94.4,1.371,22.07,1.111,212.0,1290,,,
2022-10-11,2022-10-11T08:59:35,i171668304,Morning Ride,Ride,False,32.23,19.85,5856,13556,451.0,114.0,168.0,148.0,186.0,72.7,93.3,1.474,42.58,1.135,142.0,817,,,
2022-10-07,2022-10-07T11:22:34,i171661461,Lunch Ride,Ride,False,50.55,22.26,8187,13661,416.0,116.0,151.0,152.0,188.0,75.9,83.9,1.302,12.66,0.993,160.0,1165,,,
2022-10-05,2022-10-05T09:37:10,i171666911,Morning Ride,Ride,False,63.14,24.34,9002,19906,104.0,109.0,148.0,150.0,188.0,77.0,82.2,1.358,14.33,0.987,169.0,1278,,,
2022-09-26,2022-09-26T16:00:18,i171667977,Afternoon Ride,Ride,False,7.17,15.16,1706,3054,44.0,59.0,86.0,,,66.2,47.8,1.458,,,11.0,150,,,
2022-09-25,2022-09-25T13:42:47,i171660400,Lunch Ride,Ride,False,4.16,24.32,615,777,11.0,104.0,122.0,,,74.3,67.8,1.173,,,8.0,78,,,
2022-09-24,2022-09-24T12:14:04,i171666512,Lunch Ride,Ride,False,41.79,21.93,6873,12570,187.0,101.0,148.0,149.0,188.0,71.7,82.2,1.465,18.65,0.993,129.0,881,,,
2022-09-22,2022-09-22T19:55:04,i171667657,Evening Ride,Ride,False,33.28,21.45,5590,10437,384.0,122.0,166.0,156.0,188.0,75.0,92.2,1.361,10.73,1.064,132.0,837,,,
2022-09-13,2022-09-13T19:53:54,i171668707,Evening Ride,Ride,False,47.99,23.32,7415,13827,379.0,105.0,139.0,155.0,183.0,73.2,77.2,1.324,7.31,0.897,123.0,996,,,
2022-09-13,2022-09-13T08:36:40,i171662280,Morning Ride,Ride,False,32.2,19.95,5817,10208,408.0,108.0,158.0,157.0,188.0,69.4,87.8,1.463,34.5,1.006,124.0,785,,,
2022-09-03,2022-09-03T08:00:34,i171667347,Morning Ride,Ride,False,48.46,24.7,7069,12601,196.0,117.0,154.0,162.0,188.0,75.5,85.6,1.316,5.87,0.951,144.0,1020,,,
2022-09-01,2022-09-01T20:50:18,i171668389,Night Ride,Ride,False,41.39,24.04,6188,7738,169.0,116.0,151.0,153.0,183.0,74.5,83.9,1.302,17.81,0.987,121.0,875,,,
2022-05-17,2022-05-17T22:03:42,i171616279,사이클링,Ride,False,11.52,21.03,1946,2117,44.0,89.0,119.0,123.0,151.0,67.9,66.1,1.337,-0.6,0.967,24.0,182,,,
2022-05-11,2022-05-11T21:18:46,i171616288,사이클링,Ride,False,40.43,23.23,6149,8693,114.0,96.0,129.0,124.0,156.0,70.1,71.7,1.344,9.39,1.04,88.0,610,,,
2022-05-05,2022-05-05T13:34:33,i171616297,사이클링,Ride,False,93.65,23.79,14005,27694,46.0,98.0,128.0,131.0,171.0,68.5,71.1,1.306,9.08,0.977,197.0,1418,,,
2022-05-04,2022-05-04T20:21:28,i171616300,사이클링,Ride,False,48.52,26.04,6634,10532,335.0,155.0,203.0,160.0,185.0,75.7,112.8,1.31,-17.95,1.269,234.0,1046,,,
2022-04-30,2022-04-30T08:11:36,i171616311,사이클링,Ride,False,93.47,24.98,13402,15980,1624.0,154.0,184.0,153.0,178.0,76.2,102.2,1.195,3.68,1.203,389.0,2100,,,
2022-04-27,2022-04-27T08:38:24,i171616316,기타,VirtualRide,True,0.0,0.0,424,424,0.0,,,78.0,97.0,,,,,,1.0,23,,,
2022-04-26,2022-04-26T19:59:29,i171616323,기타,Ride,False,22.94,18.51,4425,7893,700.0,158.0,207.0,159.0,186.0,71.1,115.0,1.31,5.14,1.302,163.0,703,,,
2022-04-24,2022-04-24T20:08:13,i171616329,사이클링,Ride,False,40.2,26.31,5432,9024,164.0,152.0,187.0,155.0,178.0,76.8,103.9,1.23,-4.17,1.206,163.0,850,,,
2022-04-23,2022-04-23T19:40:50,i171616334,사이클링,Ride,False,34.47,16.97,7293,8110,1040.0,122.0,166.0,147.0,184.0,66.5,92.2,1.361,-2.88,1.129,172.0,890,,,
2022-04-22,2022-04-22T19:50:49,i171616345,사이클링,Ride,False,32.13,19.48,5728,10511,370.0,102.0,176.0,140.0,181.0,68.8,97.8,1.725,23.19,1.257,152.0,641,,,
2022-04-17,2022-04-17T08:34:32,i171616353,사이클링,Ride,False,101.33,24.56,14726,23214,426.0,108.0,149.0,144.0,188.0,72.7,82.8,1.38,-4.04,1.035,280.0,1633,,,
2022-04-16,2022-04-16T11:57:32,i171616357,사이클링,Ride,False,85.38,23.12,13173,29216,656.0,127.0,177.0,153.0,188.0,72.8,98.3,1.394,9.41,1.157,354.0,1729,,,
2022-04-12,2022-04-12T19:55:16,i171616358,사이클링,Ride,False,0.66,8.47,275,530,8.0,45.0,80.0,,,42.4,44.4,1.778,,,2.0,13,,,
2022-04-11,2022-04-11T19:44:42,i171616363,사이클링,Ride,False,30.82,20.21,5429,10278,384.0,115.0,173.0,140.0,182.0,67.4,96.1,1.504,14.13,1.236,139.0,651,,,
2022-04-10,2022-04-10T15:21:03,i171616367,사이클링,Ride,False,61.62,25.77,8555,11003,111.0,138.0,182.0,154.0,181.0,70.7,101.1,1.319,-16.35,1.182,243.0,1184,,,
2022-04-09,2022-04-09T12:49:43,i171616369,사이클링,Ride,False,12.12,22.03,1902,7723,33.0,98.0,188.0,135.0,174.0,66.6,104.4,1.918,-3535.79,1.393,58.0,204,,,
2022-04-08,2022-04-08T19:32:36,i171616381,사이클링,Ride,False,4.71,18.65,868,16499,21.0,96.0,143.0,,,61.9,79.4,1.49,,,15.0,89,,,
2022-04-04,2022-04-04T19:53:12,i171616387,사이클링,Ride,False,13.47,17.83,2707,3902,413.0,140.0,193.0,161.0,188.0,70.0,107.2,1.379,-21.8,1.199,86.0,379,,,
2022-03-20,2022-03-20T08:09:31,i171642410,사이클링,Ride,False,116.11,24.3,17179,30473,295.0,123.0,156.0,140.0,176.0,72.4,86.7,1.268,18.78,1.114,358.0,2131,,,
2022-03-15,2022-03-15T23:27:04,i171642403,사이클링,Ride,False,22.51,26.02,3137,3203,56.0,139.0,156.0,137.0,161.0,77.5,86.7,1.122,4.16,1.139,65.0,434,,,
2022-03-12,2022-03-12T13:40:34,i171642399,사이클링,Ride,False,96.1,25.2,13735,22959,136.0,140.0,166.0,138.0,163.0,75.7,92.2,1.186,-0.91,1.203,324.0,1944,,,
2022-03-09,2022-03-09T14:02:34,i171642396,사이클링,Ride,False,86.61,22.95,13467,21046,189.0,118.0,150.0,134.0,165.0,70.4,83.3,1.271,-0.52,1.119,260.0,1610,,,
2022-03-08,2022-03-08T20:55:19,i171642388,사이클링,Ride,False,50.14,25.35,7189,9977,228.0,155.0,182.0,151.0,173.0,78.5,101.1,1.174,-8.88,1.205,204.0,1115,,,
2022-03-05,2022-03-05T08:28:32,i171642385,사이클링,Ride,False,91.63,27.99,11836,17952,722.0,162.0,193.0,155.0,180.0,79.0,107.2,1.191,16.01,1.245,378.0,1935,,,
2022-03-04,2022-03-04T20:12:50,i171642377,사이클링,Ride,False,34.22,22.2,5530,10672,70.0,108.0,165.0,125.0,172.0,67.8,91.7,1.528,-62.26,1.32,129.0,609,,,
2022-03-02,2022-03-02T21:07:10,i171642372,사이클링,Ride,False,35.21,28.77,4414,7308,91.0,184.0,207.0,153.0,182.0,79.7,115.0,1.125,7.6,1.353,162.0,815,,,
2022-02-27,2022-02-27T17:52:32,i171666856,사이클링,Ride,False,22.34,23.57,3391,6307,46.0,135.0,165.0,138.0,162.0,69.4,91.7,1.222,19.4,1.196,79.0,471,,,
2022-02-26,2022-02-26T08:27:43,i171667926,사이클링,Ride,False,115.07,27.31,15198,24667,655.0,179.0,206.0,159.0,184.0,78.1,114.4,1.151,17.19,1.296,553.0,2734,,,
2022-02-25,2022-02-25T20:57:10,i171660366,기타,Ride,False,4.85,19.63,890,1638,147.0,172.0,232.0,110.0,163.0,68.8,128.9,1.349,70.14,2.109,41.0,153,,,
2022-02-23,2022-02-23T21:30:15,i171666459,Night Virtual Ride,VirtualRide,True,29.93,40.41,2653,2665,296.0,223.0,232.0,170.0,187.0,86.1,128.9,1.04,6.42,1.365,122.0,581,,,
2022-02-19,2022-02-19T15:32:01,i171667614,사이클링,Ride,False,32.39,24.63,4632,7599,97.0,155.0,203.0,155.0,188.0,68.8,112.8,1.31,-1.38,1.31,164.0,743,,,
2022-02-13,2022-02-13T09:33:46,i171668671,사이클링,Ride,False,72.74,25.06,10382,22272,601.0,,,,,77.6,,,,,0.0,,,,
2022-02-10,2022-02-10T20:52:59,i171662241,사이클링,Ride,False,41.97,26.44,5756,7072,133.0,,,155.0,181.0,76.6,83.5,,,,112.0,1409,,,
2022-02-04,2022-02-04T00:18:52,i171667297,Early morning Virtual Ride,VirtualRide,True,38.03,32.19,3667,4251,113.0,199.0,221.0,153.0,177.0,81.4,122.8,1.111,-1.8,1.444,154.0,700,,,
2022-01-28,2022-01-28T23:00:33,i171668364,Night Virtual Ride,VirtualRide,True,35.33,26.0,3935,4890,276.0,191.0,212.0,158.0,178.0,82.3,117.8,1.11,-9.55,1.342,152.0,765,,,
2022-01-26,2022-01-26T23:05:57,i171661508,Night Virtual Ride,VirtualRide,True,37.12,32.9,3620,4060,57.0,203.0,224.0,157.0,178.0,77.5,124.4,1.103,9.09,1.427,156.0,701,,,
2022-01-25,2022-01-25T23:22:26,i171666945,Night Virtual Ride,VirtualRide,True,39.45,35.61,3984,3986,58.0,179.0,182.0,147.0,156.0,76.4,101.1,1.017,0.33,1.238,113.0,681,,,
2022-01-24,2022-01-24T20:46:57,i171668037,기타,Ride,False,68.28,27.35,9031,12091,341.0,181.0,212.0,158.0,188.0,72.3,117.8,1.171,9.64,1.342,348.0,1626,,,
2022-01-18,2022-01-18T23:09:36,i171660731,Night Virtual Ride,VirtualRide,True,40.15,35.88,4025,4027,60.0,181.0,183.0,140.0,150.0,87.1,101.7,1.011,-3.09,1.307,116.0,696,,,
2022-01-13,2022-01-13T23:54:35,i171666588,Night Virtual Ride,VirtualRide,True,35.14,30.96,3485,4084,53.0,193.0,218.0,150.0,182.0,80.2,121.1,1.13,7.92,1.453,142.0,655,,,
2022-01-12,2022-01-12T23:44:15,i171667712,Night Virtual Ride,VirtualRide,True,11.1,14.16,1484,2819,19.0,115.0,141.0,132.0,158.0,75.6,78.3,1.226,-12.47,1.068,25.0,170,,,
2022-01-12,2022-01-12T23:16:08,i171668759,Night Virtual Ride,VirtualRide,True,11.85,36.06,1170,1181,20.0,165.0,176.0,156.0,188.0,94.0,97.8,1.067,-17.18,1.128,31.0,229,,,
2022-01-11,2022-01-11T23:58:26,i171662326,Night Virtual Ride,VirtualRide,True,37.13,33.28,3612,4014,57.0,200.0,218.0,152.0,174.0,84.3,121.1,1.09,-9.04,1.434,147.0,691,,,
2022-01-10,2022-01-10T23:39:26,i171667391,Night Virtual Ride,VirtualRide,True,36.28,36.12,3613,3615,55.0,168.0,181.0,150.0,174.0,80.1,100.6,1.077,-13.52,1.207,101.0,660,,,
2022-01-05,2022-01-05T20:19:32,i171668446,사이클링,Ride,False,41.56,27.21,5495,6181,115.0,167.0,191.0,149.0,176.0,74.7,106.1,1.144,2.53,1.282,172.0,932,,,
2022-01-04,2022-01-04T23:27:27,i171661598,Night Virtual Ride,VirtualRide,True,36.3,29.79,3610,4385,56.0,189.0,201.0,142.0,164.0,82.6,111.7,1.063,2.3,1.415,125.0,654,,,
2021-12-31,2021-12-31T01:19:38,i171667038,Early morning Virtual Ride,VirtualRide,True,13.17,31.79,1490,1490,20.0,134.0,139.0,135.0,144.0,74.8,77.2,1.037,-2.93,1.03,25.0,190,,,
2021-12-30,2021-12-30T23:33:32,i171668140,Night Virtual Ride,VirtualRide,True,37.39,21.77,4126,6182,58.0,150.0,159.0,136.0,154.0,76.9,88.3,1.06,4.83,1.169,89.0,600,,,
2021-12-30,2021-12-30T22:28:06,i171661278,Night Virtual Ride,VirtualRide,True,38.68,36.35,3798,3829,58.0,194.0,215.0,150.0,170.0,82.5,119.4,1.108,6.15,1.433,151.0,711,,,
2021-12-29,2021-12-29T23:41:50,i171666708,Night Virtual Ride,VirtualRide,True,50.29,32.97,5105,5489,77.0,168.0,172.0,139.0,152.0,85.3,95.6,1.024,0.55,1.237,129.0,822,,,
2021-12-28,2021-12-28T23:24:24,i171667801,Night Virtual Ride,VirtualRide,True,32.55,36.69,3150,3192,51.0,201.0,225.0,142.0,168.0,84.4,125.0,1.119,6.28,1.585,137.0,604,,,
2021-12-26,2021-12-26T16:29:57,i171668833,Afternoon Virtual Ride,VirtualRide,True,50.39,22.54,7700,8045,513.0,162.0,183.0,136.0,175.0,74.6,101.7,1.13,-3.47,1.346,221.0,1199,,,
2021-12-22,2021-12-22T20:08:10,i171662389,사이클링,Ride,False,50.39,27.27,6701,8932,172.0,170.0,199.0,149.0,179.0,74.6,110.6,1.171,-0.48,1.336,228.0,1134,,,
2021-12-20,2021-12-20T21:45:09,i171667479,Night Virtual Ride,VirtualRide,True,55.2,35.51,5593,5595,83.0,171.0,180.0,141.0,178.0,81.6,100.0,1.053,-2.22,1.277,155.0,917,,,
2021-12-15,2021-12-15T20:27:17,i171668520,사이클링,Ride,False,51.03,25.41,7198,8755,145.0,150.0,170.0,135.0,160.0,77.2,94.4,1.133,-2.19,1.259,178.0,1083,,,
2021-12-13,2021-12-13T22:38:40,i171661702,Night Virtual Ride,VirtualRide,True,40.27,36.63,3953,3956,62.0,174.0,176.0,134.0,171.0,78.1,97.8,1.011,-0.93,1.313,105.0,656,,,
2021-12-12,2021-12-12T14:57:22,i171667138,사이클링,Ride,False,7.17,21.01,1219,3373,79.0,139.0,182.0,144.0,168.0,62.5,101.1,1.309,-64.83,1.264,35.0,169,,,
2021-12-12,2021-12-12T09:30:02,i171668229,사이클링,Ride,False,66.14,24.58,9688,19619,742.0,163.0,215.0,150.0,180.0,74.4,119.4,1.319,-14.25,1.433,384.0,1623,,,
2021-12-09,2021-12-09T22:06:57,i171666798,사이클링,Ride,False,8.76,24.17,1331,1455,67.0,153.0,205.0,159.0,181.0,64.9,113.9,1.34,23.22,1.289,48.0,209,,,
2021-12-09,2021-12-09T19:44:21,i171661402,사이클링,Ride,False,32.89,31.51,3762,8464,67.0,198.0,227.0,162.0,183.0,81.1,126.1,1.146,-2.24,1.401,166.0,750,,,
2021-12-07,2021-12-07T20:03:53,i171667893,사이클링,Ride,False,47.79,25.05,6890,9784,374.0,166.0,202.0,146.0,172.0,73.9,112.2,1.217,8.38,1.384,241.0,1141,,,
2021-12-06,2021-12-06T20:14:07,i171660239,사이클링,Ride,False,67.79,29.53,8290,14584,224.0,191.0,216.0,156.0,182.0,77.7,120.0,1.131,-6.95,1.385,332.0,1586,,,
2021-12-02,2021-12-02T23:51:49,i171666403,Night Virtual Ride,VirtualRide,True,35.18,34.56,3634,3663,53.0,164.0,180.0,140.0,179.0,81.8,100.0,1.098,7.3,1.286,101.0,591,,,
2021-11-30,2021-11-30T23:29:45,i171667578,Night Virtual Ride,VirtualRide,True,15.59,30.92,1806,1813,169.0,145.0,158.0,137.0,160.0,76.3,87.8,1.09,-13.39,1.153,39.0,250,,,
2021-11-30,2021-11-30T22:31:58,i171668617,Night Virtual Ride,VirtualRide,True,12.7,14.93,3057,3060,648.0,184.0,206.0,149.0,171.0,88.6,114.4,1.12,10.16,1.383,111.0,537,,,
2021-11-29,2021-11-29T21:39:40,i171662207,사이클링,Ride,False,8.63,23.12,1335,1500,74.0,141.0,205.0,146.0,181.0,69.3,113.9,1.454,-14.69,1.404,48.0,188,,,
2021-11-29,2021-11-29T19:46:00,i171667240,사이클링,Ride,False,32.76,31.0,3829,6059,70.0,195.0,224.0,165.0,182.0,75.3,124.4,1.149,-3.09,1.358,165.0,772,,,
2021-11-26,2021-11-26T00:58:26,i171668320,Early morning Virtual Ride,VirtualRide,True,37.59,34.56,3911,3914,186.0,176.0,178.0,136.0,146.0,80.8,98.9,1.011,-1.61,1.309,106.0,658,,,
2021-11-23,2021-11-23T22:07:41,i171666527,Night Virtual Ride,VirtualRide,True,31.67,30.69,3712,3714,370.0,190.0,210.0,148.0,175.0,84.4,116.7,1.105,-4.13,1.419,140.0,696,,,
2021-11-23,2021-11-23T00:01:06,i171667669,Early morning Virtual Ride,VirtualRide,True,32.56,32.22,3635,3637,404.0,165.0,176.0,148.0,176.0,85.7,97.8,1.067,-11.09,1.189,97.0,650,,,
2021-11-18,2021-11-18T23:47:08,i171668716,Night Virtual Ride,VirtualRide,True,32.92,32.67,3624,3626,405.0,190.0,202.0,146.0,167.0,87.3,112.2,1.063,4.68,1.384,127.0,656,,,
2021-11-14,2021-11-14T09:24:20,i171662297,사이클링,Ride,False,52.34,23.24,8078,18114,427.0,138.0,191.0,143.0,180.0,68.2,106.1,1.384,15.79,1.336,253.0,1142,,,
2021-11-11,2021-11-11T21:21:56,i171667359,사이클링,Ride,False,9.75,24.91,1399,1554,81.0,164.0,213.0,150.0,176.0,72.9,118.3,1.299,0.3,1.42,54.0,230,,,
2021-11-11,2021-11-11T19:40:59,i171668404,사이클링,Ride,False,31.01,33.2,3345,4455,25.0,185.0,220.0,159.0,182.0,83.6,122.2,1.189,4.09,1.384,139.0,626,,,
2021-11-07,2021-11-07T09:31:38,i171661555,사이클링,Ride,False,70.93,26.16,9665,21699,386.0,138.0,188.0,143.0,181.0,72.3,104.4,1.362,6.6,1.315,293.0,1386,,,
2021-11-06,2021-11-06T15:48:20,i171666995,사이클링,Ride,False,51.55,24.93,7470,9702,361.0,148.0,205.0,151.0,184.0,69.3,113.9,1.385,-12.54,1.358,269.0,1127,,,
2021-11-04,2021-11-04T22:19:34,i171668100,Night Virtual Ride,VirtualRide,True,31.49,15.5,5633,7309,1060.0,177.0,180.0,140.0,155.0,77.1,100.0,1.017,-0.52,1.286,156.0,955,,,
2021-11-03,2021-11-03T00:14:30,i171660334,지하철 빨리 끊기네😇,Ride,False,11.56,17.13,2518,2783,145.0,,,,,,,,,,0.0,,,,
2021-10-31,2021-10-31T08:02:13,i171661252,사이클링,Ride,False,100.93,25.78,14131,27873,281.0,128.0,171.0,138.0,176.0,71.0,95.0,1.336,-0.33,1.239,354.0,1821,,,
2021-10-30,2021-10-30T10:59:31,i171666658,사이클링,Ride,False,115.13,26.54,15615,20110,1630.0,165.0,194.0,152.0,182.0,74.6,107.8,1.176,-1.01,1.276,504.0,2572,,,
2021-10-29,2021-10-29T19:58:27,i171667763,사이클링,Ride,False,29.56,22.47,4708,7114,384.0,151.0,213.0,151.0,178.0,66.8,118.3,1.411,20.36,1.411,183.0,718,,,
2021-10-28,2021-10-28T20:56:04,i171668789,Night Virtual Ride,VirtualRide,True,28.69,19.05,5418,5418,1061.0,178.0,186.0,143.0,171.0,82.5,103.3,1.045,-9.21,1.301,161.0,924,,,
2021-10-26,2021-10-26T21:43:49,i171662363,사이클링,Ride,False,8.64,19.95,1537,1823,67.0,108.0,187.0,138.0,178.0,55.3,103.9,1.731,-19.27,1.355,46.0,167,,,
2021-10-26,2021-10-26T20:00:23,i171667433,사이클링,Ride,False,31.97,30.12,3828,5581,59.0,185.0,221.0,159.0,184.0,75.6,122.8,1.195,11.89,1.39,160.0,709,,,
2021-10-23,2021-10-23T10:22:19,i171668485,사이클링,Ride,False,105.03,25.26,14891,19931,1561.0,154.0,183.0,150.0,176.0,72.4,101.7,1.188,11.42,1.22,428.0,2314,,,
2021-10-21,2021-10-21T20:00:40,i171661651,사이클링,Ride,False,56.76,28.77,7150,11017,78.0,153.0,195.0,149.0,187.0,71.2,108.3,1.275,5.71,1.309,233.0,1092,,,
2021-10-19,2021-10-19T21:12:06,i171667091,사이클링,Ride,False,12.89,18.6,2505,3560,420.0,154.0,215.0,146.0,177.0,65.4,119.4,1.396,1.85,1.473,99.0,386,,,
2021-10-17,2021-10-17T14:00:43,i171668198,사이클링,Ride,False,62.4,29.45,7658,14715,98.0,166.0,196.0,153.0,173.0,74.0,108.9,1.181,-5.55,1.281,252.0,1257,,,
2021-10-16,2021-10-16T07:05:58,i171642360,사이클링,Ride,False,17.15,15.17,4155,5137,33.0,,,114.0,169.0,53.2,49.3,,,,29.0,614,,,
2021-10-15,2021-10-15T19:07:52,i171661355,사이클링,Ride,False,49.8,24.98,7196,13351,384.0,148.0,190.0,146.0,172.0,72.5,105.6,1.284,8.11,1.301,223.0,1071,,,
2021-10-13,2021-10-13T19:28:59,i171666764,사이클링,Ride,False,50.12,26.24,6837,11298,363.0,153.0,200.0,149.0,181.0,76.1,111.1,1.307,-15.5,1.342,234.0,1057,,,
2021-10-12,2021-10-12T19:36:28,i171667856,사이클링,Ride,False,50.93,26.52,6980,10855,371.0,161.0,210.0,151.0,178.0,75.6,116.7,1.304,12.6,1.391,264.0,1142,,,
2021-10-07,2021-10-07T19:15:04,i171668892,사이클링,Ride,False,52.06,25.2,7341,10131,368.0,133.0,186.0,142.0,178.0,68.5,103.3,1.398,-3.19,1.31,218.0,993,,,
2021-10-06,2021-10-06T20:55:36,i171666319,사이클링,Ride,False,42.14,27.62,5497,7665,142.0,157.0,205.0,150.0,182.0,69.7,113.9,1.306,12.63,1.367,198.0,876,,,
2021-10-02,2021-10-02T07:15:18,i171667537,사이클링,Ride,False,141.36,28.62,17782,32346,979.0,156.0,193.0,151.0,180.0,74.6,107.2,1.237,18.87,1.278,568.0,2799,,,
2021-09-30,2021-09-30T19:44:28,i171668573,사이클링,Ride,False,32.77,21.63,5380,10456,329.0,114.0,188.0,140.0,183.0,64.1,104.4,1.649,23.76,1.343,163.0,656,,,
2021-09-27,2021-09-27T18:07:13,i171661752,사이클링,Ride,False,40.97,27.62,5330,7681,79.0,159.0,191.0,145.0,177.0,74.0,106.1,1.201,-19.74,1.317,167.0,864,,,
2021-09-26,2021-09-26T13:35:12,i171667209,사이클링,Ride,False,73.44,27.48,9589,20166,124.0,149.0,195.0,151.0,181.0,69.3,108.3,1.309,-9.14,1.291,313.0,1447,,,
2021-09-23,2021-09-23T19:39:41,i171668264,사이클링,Ride,False,31.14,22.32,5001,7248,360.0,139.0,206.0,143.0,181.0,69.4,114.4,1.482,19.32,1.441,182.0,705,,,
2021-09-20,2021-09-20T09:19:34,i171661442,사이클링,Ride,False,90.3,27.69,11781,14642,191.0,136.0,165.0,138.0,173.0,71.5,91.7,1.213,-7.15,1.196,275.0,1608,,,
2021-09-19,2021-09-19T08:40:30,i171666865,사이클링,Ride,False,72.52,24.22,10783,12750,528.0,124.0,166.0,130.0,167.0,68.4,92.2,1.339,-12.13,1.277,255.0,1344,,,
2021-09-18,2021-09-18T07:37:01,i171667945,사이클링,Ride,False,196.33,23.77,29794,42321,991.0,111.0,140.0,126.0,160.0,70.0,77.8,1.261,-4.13,1.111,501.0,3354,,,
2021-09-17,2021-09-17T08:06:18,i171660356,사이클링,Ride,False,191.28,25.5,26914,38604,747.0,134.0,158.0,139.0,173.0,70.7,87.8,1.179,6.61,1.137,576.0,3650,,,
2021-09-15,2021-09-15T21:33:27,i171666483,사이클링,Ride,False,6.14,18.39,1192,1412,68.0,105.0,163.0,137.0,162.0,62.9,90.6,1.552,-21.51,1.19,27.0,128,,,
2021-09-15,2021-09-15T18:52:31,i171667629,사이클링,Ride,False,54.25,30.41,6397,9620,65.0,154.0,186.0,150.0,174.0,76.9,103.3,1.208,-3.22,1.24,190.0,998,,,
2021-09-14,2021-09-14T18:46:08,i171668683,사이클링,Ride,False,86.61,28.15,11093,17616,165.0,156.0,180.0,145.0,175.0,74.6,100.0,1.154,-2.21,1.241,308.0,1735,,,
2021-09-09,2021-09-09T19:28:33,i171662257,사이클링,Ride,False,53.2,26.28,7270,12500,327.0,153.0,204.0,149.0,183.0,72.9,113.3,1.333,-17.16,1.369,259.0,1125,,,
2021-09-08,2021-09-08T22:49:44,i171667309,사이클링,Ride,False,8.96,23.96,1341,1437,68.0,144.0,190.0,141.0,177.0,67.0,105.6,1.319,-16.15,1.348,42.0,193,,,
2021-09-08,2021-09-08T20:27:25,i171668376,사이클링,Ride,False,51.7,31.83,5847,7647,51.0,178.0,204.0,152.0,178.0,74.0,113.3,1.146,-8.02,1.342,209.0,1035,,,
2021-09-05,2021-09-05T22:28:09,i171661526,사이클링,Ride,False,32.42,24.9,4679,6202,113.0,126.0,163.0,135.0,170.0,67.2,90.6,1.294,2.86,1.207,107.0,592,,,
